age,gender,race,highest_grade,tertiary_edu,province_current,province_moved,province_before,province_during
25.0,Woman,African/Black,Grade 10,No,Western Cape,Yes,North West,North West
27.0,Woman,African/Black,Grade 11,No,Northern Cape,No,,
25.0,Woman,African/Black,Grade 12,No,Mpumalanga,No,,
20.0,Woman,African/Black,Grade 12,Yes,Mpumalanga,Yes,Gauteng,Mpumalanga
19.0,Man,African/Black,Grade 11,No,Limpopo,No,,
23.0,Man,African/Black,Grade 12,No,Mpumalanga,No,,
27.0,Man,African/Black,Grade 12,No,Mpumalanga,No,,
21.0,Woman,African/Black,Grade 12,No,Mpumalanga,No,,
21.0,Woman,African/Black,Grade 10,No,Mpumalanga,No,,
24.0,Woman,African/Black,Grade 12,Yes,Gauteng,Yes,Mpumalanga,Mpumalanga
25.0,Woman,African/Black,Grade 12,No,Mpumalanga,No,,
26.0,Man,African/Black,Grade 12,Yes,Free State,No,,
22.0,Woman,African/Black,Grade 12,No,Gauteng,No,,
,Man,African/Black,Grade 9,No,Free State,No,,
22.0,Woman,African/Black,Grade 12,Yes,Free State,No,,
23.0,Man,African/Black,Grade 11,Yes,Free State,No,,
21.0,Man,African/Black,Grade 12,Yes,North West,No,,
25.0,Woman,African/Black,Grade 12,Yes,Free State,No,,
24.0,Woman,African/Black,Grade 10,No,Free State,Yes,Free State,Gauteng
21.0,Woman,African/Black,Grade 10,No,Free State,No,,
27.0,Man,African/Black,Grade 11,Yes,Gauteng,No,,
24.0,Man,African/Black,Grade 12,Yes,Free State,No,,
23.0,Man,African/Black,Grade 12,Yes,Free State,No,,
22.0,Man,African/Black,Grade 12,No,Free State,No,,
24.0,Woman,African/Black,Grade 10,No,Free State,No,,
24.0,Man,African/Black,Grade 12,Yes,Free State,No,,
22.0,Woman,African/Black,Grade 12,No,Limpopo,No,,
21.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
23.0,Man,African/Black,Grade 12,Yes,Mpumalanga,No,,
25.0,Man,African/Black,Grade 10,No,Limpopo,No,,
20.0,Man,Coloured,Grade 9,No,Western Cape,Yes,Northern Cape,Western Cape
25.0,Woman,African/Black,Grade 11,Yes,Northern Cape,No,,
23.0,Man,African/Black,Grade 12,No,Limpopo,No,,
21.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
26.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
23.0,Man,African/Black,Grade 12,Yes,Limpopo,No,,
22.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
20.0,Woman,African/Black,Grade 10,No,Mpumalanga,No,,
22.0,Man,African/Black,Grade 12,Yes,Mpumalanga,No,,
19.0,Man,African/Black,Grade 9,No,Free State,No,,
21.0,Woman,African/Black,Grade 10,No,Limpopo,No,,
24.0,Woman,African/Black,Grade 11,No,Mpumalanga,No,,
26.0,Man,African/Black,Grade 12,No,Limpopo,No,,
21.0,Man,African/Black,Grade 12,Yes,Limpopo,No,,
18.0,Woman,African/Black,Grade 10,No,Limpopo,Yes,Gauteng,Gauteng
25.0,Man,African/Black,Grade 10,No,Limpopo,No,,
24.0,Man,African/Black,Grade 12,Yes,Limpopo,No,,
20.0,Woman,African/Black,Grade 12,Yes,Gauteng,Yes,Limpopo,Limpopo
26.0,Woman,African/Black,Grade 12,Yes,Mpumalanga,No,,
23.0,Woman,African/Black,Grade 12,Yes,Gauteng,Yes,Limpopo,Limpopo
26.0,Man,African/Black,Grade 12,Yes,Gauteng,No,,
24.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
20.0,Woman,African/Black,Grade 10,No,KwaZulu-Natal,No,,
22.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
20.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
23.0,Woman,African/Black,Grade 11,No,Eastern Cape,No,,
22.0,Woman,African/Black,Grade 11,Yes,Western Cape,No,,
25.0,Man,African/Black,Grade 12,No,Western Cape,No,,
26.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
29.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
26.0,Woman,African/Black,Grade 11,No,Gauteng,No,,
24.0,Woman,African/Black,Grade 11,No,KwaZulu-Natal,No,,
23.0,Woman,African/Black,Grade 12,No,Gauteng,No,,
26.0,Man,African/Black,Grade 10,No,KwaZulu-Natal,No,,
25.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
24.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
25.0,Woman,African/Black,Grade 12,Yes,Gauteng,Yes,Gauteng,Eastern Cape
23.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
21.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
24.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,Yes,Gauteng,KwaZulu-Natal
23.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
26.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
28.0,Man,African/Black,Grade 12,No,Gauteng,No,,
19.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
27.0,Man,African/Black,Grade 12,No,Gauteng,No,,
26.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
19.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
19.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Woman,African/Black,Grade 11,No,Eastern Cape,No,,
20.0,Man,African/Black,Grade 10,No,KwaZulu-Natal,No,,
21.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
23.0,Woman,African/Black,Grade 9,Yes,KwaZulu-Natal,No,,
19.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,Yes,Eastern Cape,KwaZulu-Natal
26.0,Man,African/Black,Grade 9,No,Eastern Cape,Yes,Eastern Cape,KwaZulu-Natal
25.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
26.0,Man,African/Black,Grade 9,No,Eastern Cape,No,,
20.0,Man,African/Black,Grade 10,No,Eastern Cape,No,,
21.0,Woman,African/Black,Grade 12,No,Eastern Cape,No,,
19.0,Man,African/Black,Grade 10,No,Eastern Cape,No,,
31.0,Man,African/Black,Grade 9,No,Eastern Cape,No,,
22.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
19.0,Woman,African/Black,Grade 11,No,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
27.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
24.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
21.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
26.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
24.0,Man,African/Black,Grade 10,No,KwaZulu-Natal,Yes,KwaZulu-Natal,KwaZulu-Natal
27.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
26.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
20.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
21.0,Woman,African/Black,Grade 11,No,KwaZulu-Natal,No,,
22.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
27.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
21.0,Woman,African/Black,Grade 11,Yes,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
27.0,Woman,African/Black,Grade 11,Yes,Western Cape,No,,
19.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
24.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
21.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
23.0,Woman,African/Black,Grade 8,,KwaZulu-Natal,No,,
20.0,Woman,African/Black,Grade 7,,KwaZulu-Natal,No,,
22.0,Woman,African/Black,Grade 12,No,Gauteng,No,,
27.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 12,No,Gauteng,Yes,KwaZulu-Natal,Gauteng
24.0,Woman,African/Black,Grade 12,Yes,Western Cape,Yes,Western Cape,Western Cape
19.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
21.0,Woman,African/Black,Grade 10,No,KwaZulu-Natal,No,,
25.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
23.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,Yes,KwaZulu-Natal,KwaZulu-Natal
27.0,Woman,African/Black,Grade 11,Yes,KwaZulu-Natal,No,,
25.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
23.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
26.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 6,,KwaZulu-Natal,No,,
20.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
22.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
24.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
27.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
20.0,Woman,African/Black,Grade 10,No,KwaZulu-Natal,No,,
27.0,Man,African/Black,Grade 5,,KwaZulu-Natal,No,,
26.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
23.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
26.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
20.0,Man,African/Black,Grade 9,No,KwaZulu-Natal,No,,
21.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
21.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
22.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
23.0,Man,African/Black,Grade 12,No,Gauteng,No,,
25.0,Woman,African/Black,Grade 12,Yes,Western Cape,No,,
26.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
22.0,Man,African/Black,Grade 11,No,Eastern Cape,No,,
22.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
26.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,Yes,KwaZulu-Natal,KwaZulu-Natal
23.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
23.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
27.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
18.0,Man,African/Black,Grade 10,No,KwaZulu-Natal,No,,
27.0,Woman,African/Black,Grade 11,No,KwaZulu-Natal,No,,
19.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
26.0,Man,African/Black,Grade 10,No,KwaZulu-Natal,No,,
19.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
23.0,Woman,African/Black,Grade 12,Yes,Eastern Cape,No,,
23.0,Woman,African/Black,Grade 12,No,Eastern Cape,No,,
20.0,Man,African/Black,Grade 8,,Eastern Cape,No,,
23.0,Woman,African/Black,NCV 4,No,Eastern Cape,No,,
26.0,Man,African/Black,Grade 12,No,Eastern Cape,No,,
19.0,Woman,African/Black,Grade 10,No,Eastern Cape,No,,
24.0,Woman,African/Black,Grade 12,No,Eastern Cape,No,,
21.0,Woman,African/Black,Grade 12,No,Eastern Cape,No,,
24.0,Man,African/Black,Grade 12,Yes,Eastern Cape,Yes,KwaZulu-Natal,KwaZulu-Natal
26.0,Woman,African/Black,Grade 11,No,KwaZulu-Natal,No,,
19.0,Woman,African/Black,Grade 12,No,Eastern Cape,No,,
26.0,Woman,African/Black,Grade 12,No,Eastern Cape,No,,
26.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
20.0,Woman,African/Black,Grade 11,No,KwaZulu-Natal,No,,
27.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
22.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
26.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
21.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
24.0,Woman,African/Black,Grade 12,No,Gauteng,No,,
20.0,Woman,African/Black,Grade 12,No,Eastern Cape,No,,
18.0,Man,African/Black,Grade 9,No,Eastern Cape,No,,
24.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
21.0,Man,African/Black,Grade 12,No,Eastern Cape,No,,
22.0,Man,African/Black,Grade 12,No,Gauteng,No,,
25.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
23.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
24.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
26.0,Woman,African/Black,Grade 9,No,Western Cape,No,,
19.0,Man,African/Black,Grade 10,No,KwaZulu-Natal,No,,
20.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
20.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
22.0,Man,African/Black,Grade 9,No,KwaZulu-Natal,No,,
24.0,Woman,African/Black,Grade 12,No,Eastern Cape,No,,
27.0,Man,African/Black,Grade 12,Yes,Gauteng,No,,
26.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
24.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
24.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,Yes,Gauteng,Gauteng
22.0,Man,African/Black,Grade 12,Yes,Eastern Cape,No,,
26.0,Man,Asian/Indian,Grade 12,Yes,KwaZulu-Natal,No,,
21.0,Woman,African/Black,Grade 12,No,Western Cape,No,,
19.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
22.0,Man,African/Black,Grade 12,Yes,Gauteng,No,,
19.0,Man,African/Black,Grade 10,No,KwaZulu-Natal,Yes,Gauteng,KwaZulu-Natal
20.0,Man,African/Black,Grade 10,No,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
20.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
25.0,Woman,African/Black,Grade 12,No,Gauteng,Yes,KwaZulu-Natal,Gauteng
24.0,Man,African/Black,Grade 12,No,Gauteng,No,,
21.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
18.0,Woman,African/Black,Grade 10,No,KwaZulu-Natal,No,,
26.0,Man,African/Black,Grade 12,No,Gauteng,Yes,KwaZulu-Natal,KwaZulu-Natal
20.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
22.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
24.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
21.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
24.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
24.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
24.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
23.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
26.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 12,Yes,Gauteng,No,,
24.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
23.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,Yes,Eastern Cape,Eastern Cape
24.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
19.0,Man,African/Black,Grade 8,,KwaZulu-Natal,Yes,KwaZulu-Natal,KwaZulu-Natal
26.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
22.0,Woman,African/Black,Grade 11,No,KwaZulu-Natal,No,,
25.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
19.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
20.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
22.0,Woman,African/Black,Grade 11,Yes,KwaZulu-Natal,No,,
24.0,Man,African/Black,Grade 11,Yes,KwaZulu-Natal,No,,
21.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
19.0,Woman,African/Black,Grade 10,No,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 10,No,Gauteng,Yes,KwaZulu-Natal,KwaZulu-Natal
21.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
19.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
24.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
27.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
22.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
22.0,Man,African/Black,Grade 10,No,KwaZulu-Natal,No,,
23.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
20.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
19.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
24.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
20.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
22.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
22.0,Woman,African/Black,Grade 10,No,KwaZulu-Natal,No,,
22.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
20.0,Man,African/Black,Grade 9,No,KwaZulu-Natal,No,,
24.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
21.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
23.0,Woman,African/Black,Grade 8,,Western Cape,No,,
25.0,Man,African/Black,Grade 12,Yes,Mpumalanga,No,,
30.0,Man,African/Black,Grade 10,No,Northern Cape,No,,
20.0,Man,African/Black,Grade 9,,Gauteng,No,,
25.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
22.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
23.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
22.0,Woman,African/Black,Grade 10,No,Gauteng,No,,
25.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
26.0,Woman,African/Black,Grade 11,Yes,KwaZulu-Natal,No,,
26.0,Woman,African/Black,Grade 11,No,KwaZulu-Natal,No,,
22.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
19.0,Man,African/Black,Grade 10,No,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
21.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,Yes,KwaZulu-Natal,KwaZulu-Natal
27.0,Man,African/Black,Grade 10,No,KwaZulu-Natal,No,,
23.0,Woman,African/Black,Grade 11,No,KwaZulu-Natal,No,,
20.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
19.0,Woman,African/Black,Grade 11,No,KwaZulu-Natal,No,,
23.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
23.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
22.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
22.0,Woman,African/Black,Grade 11,Yes,KwaZulu-Natal,No,,
19.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
23.0,Man,African/Black,Grade 11,Yes,KwaZulu-Natal,No,,
20.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
23.0,Woman,African/Black,Grade 12,No,Gauteng,No,,
19.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
20.0,Woman,African/Black,NCV 4,Yes,KwaZulu-Natal,No,,
26.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
19.0,Man,African/Black,Grade 10,No,KwaZulu-Natal,No,,
23.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
19.0,Man,African/Black,Grade 9,No,KwaZulu-Natal,No,,
19.0,Woman,African/Black,Grade 11,No,KwaZulu-Natal,No,,
19.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
24.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
23.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
25.0,Woman,African/Black,Grade 12,Yes,North West,No,,
21.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
20.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
23.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
22.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
20.0,Woman,African/Black,Grade 0,,KwaZulu-Natal,No,,
21.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
23.0,Woman,African/Black,Grade 12,No,Mpumalanga,Yes,Gauteng,Mpumalanga
23.0,Man,African/Black,Grade 11,No,Mpumalanga,No,,
19.0,Man,African/Black,Grade 12,No,Mpumalanga,No,,
26.0,Woman,African/Black,Grade 10,No,North West,No,,
22.0,Man,African/Black,Grade 12,No,Mpumalanga,No,,
27.0,Man,African/Black,Grade 11,Yes,Mpumalanga,No,,
21.0,Man,African/Black,Grade 12,Yes,Mpumalanga,No,,
21.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
24.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
21.0,Woman,African/Black,Grade 10,No,KwaZulu-Natal,No,,
24.0,Man,African/Black,Grade 10,No,KwaZulu-Natal,No,,
26.0,Man,African/Black,Grade 12,No,Western Cape,No,,
21.0,Woman,African/Black,Grade 10,No,KwaZulu-Natal,No,,
25.0,Woman,African/Black,Grade 11,No,KwaZulu-Natal,No,,
20.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
53.0,Woman,White,Grade 12,No,Western Cape,No,,
23.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
26.0,Woman,African/Black,Grade 11,No,KwaZulu-Natal,No,,
26.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
22.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
19.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
19.0,Man,African/Black,Grade 9,No,KwaZulu-Natal,No,,
26.0,Woman,African/Black,Grade 12,Yes,Free State,No,,
23.0,Man,African/Black,Grade 12,No,Gauteng,No,,
19.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
22.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,Yes,Mpumalanga,Mpumalanga
19.0,Man,African/Black,Grade 10,No,KwaZulu-Natal,No,,
19.0,Woman,African/Black,Grade 8,,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 11,No,KwaZulu-Natal,No,,
23.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
21.0,Man,African/Black,Grade 10,No,KwaZulu-Natal,No,,
27.0,Man,African/Black,Grade 9,No,KwaZulu-Natal,No,,
21.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
27.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
25.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
21.0,Woman,African/Black,Grade 11,No,KwaZulu-Natal,No,,
23.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
24.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
25.0,Man,African/Black,NTC 3,Yes,Gauteng,No,,
21.0,Woman,African/Black,Grade 8,,Western Cape,No,,
25.0,Woman,African/Black,Grade 12,Yes,Eastern Cape,No,,
22.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
25.0,Man,African/Black,Grade 8,,KwaZulu-Natal,No,,
23.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
26.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,No,,
24.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
24.0,Woman,African/Black,Grade 9,No,KwaZulu-Natal,No,,
22.0,Woman,African/Black,Grade 11,No,Eastern Cape,No,,
25.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
18.0,Woman,African/Black,Grade 11,No,KwaZulu-Natal,No,,
23.0,Man,African/Black,Grade 12,No,KwaZulu-Natal,Yes,Gauteng,KwaZulu-Natal
26.0,Man,African/Black,NTC 1,No,KwaZulu-Natal,No,,
20.0,Woman,African/Black,Grade 10,No,Western Cape,No,,
23.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
22.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
23.0,Woman,African/Black,Grade 11,Yes,KwaZulu-Natal,No,,
26.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
22.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
21.0,Woman,African/Black,Grade 12,Yes,Gauteng,No,,
25.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,Yes,Free State,KwaZulu-Natal
49.0,Woman,African/Black,Grade 11,No,Eastern Cape,No,,
22.0,Man,African/Black,Grade 11,Yes,Gauteng,Yes,KwaZulu-Natal,Gauteng
25.0,Woman,African/Black,Grade 12,Yes,Gauteng,No,,
23.0,Woman,African/Black,Grade 11,No,KwaZulu-Natal,No,,
22.0,Man,African/Black,Grade 11,No,Gauteng,No,,
25.0,Woman,African/Black,Grade 12,No,Gauteng,No,,
21.0,Woman,African/Black,Grade 12,No,KwaZulu-Natal,No,,
23.0,Woman,African/Black,Grade 12,Yes,KwaZulu-Natal,No,,
24.0,Man,African/Black,Grade 12,No,Eastern Cape,No,,
28.0,Woman,African/Black,Grade 12,No,Gauteng,No,,
24.0,Man,African/Black,Grade 9,No,Eastern Cape,No,,
22.0,Woman,African/Black,Grade 8,,Eastern Cape,No,,
26.0,Woman,African/Black,Grade 12,Yes,Eastern Cape,Yes,KwaZulu-Natal,KwaZulu-Natal
22.0,Man,African/Black,Grade 10,No,Western Cape,No,,
24.0,Woman,African/Black,Grade 12,No,Eastern Cape,No,,
25.0,Man,African/Black,Grade 11,No,Eastern Cape,No,,
25.0,Woman,African/Black,NCV 4,No,Eastern Cape,Yes,KwaZulu-Natal,Eastern Cape
25.0,Woman,African/Black,Grade 11,No,Eastern Cape,No,,
23.0,Woman,African/Black,Grade 11,No,North West,No,,
22.0,Man,African/Black,Grade 12,Yes,Free State,No,,
19.0,Woman,African/Black,Grade 10,No,KwaZulu-Natal,No,,
26.0,Woman,African/Black,Grade 11,Yes,KwaZulu-Natal,No,,
